Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Double_Sleep_Hours,Hours_Studied_x_Sleep_Hours,Previous_Scores_x_Sample_Papers,Mean,Var
7,83,1,5,9,78.0,25,35,747,26.0,1446.6666666666665
3,98,1,7,4,79.0,49,21,392,28.0,2180.6666666666665
6,66,1,4,9,56.0,16,24,594,21.25,894.25
4,76,0,4,8,58.0,16,16,608,23.0,1252.0
5,87,1,4,7,72.0,16,20,609,25.75,1668.9166666666665
5,51,1,4,2,37.0,16,20,102,15.5,561.6666666666666
7,62,1,8,0,56.0,64,56,0,19.25,824.9166666666666
5,73,0,7,4,59.0,49,35,292,22.25,1146.25
3,77,0,5,2,54.0,25,15,154,21.75,1358.25
5,62,0,7,4,47.0,49,35,248,19.5,804.3333333333333
7,92,0,5,8,84.0,25,35,736,28.0,1822.0
5,64,1,4,0,50.0,16,20,0,18.25,934.9166666666666
5,43,0,8,0,27.0,64,40,0,14.0,384.66666666666663
9,69,1,6,8,67.0,36,54,552,23.0,942.0
3,69,0,6,2,48.0,36,18,138,20.0,1070.0
6,52,1,9,9,42.0,81,54,468,19.0,486.0
1,81,1,4,4,55.0,16,4,324,22.5,1523.0
5,88,0,4,8,73.0,16,20,704,26.25,1697.5833333333333
8,53,1,7,4,46.0,49,56,212,18.0,547.3333333333333
5,95,1,8,2,81.0,64,40,190,27.5,2031.0
9,86,1,8,8,82.0,64,72,688,27.75,1508.25
6,47,1,7,6,35.0,49,42,282,16.5,413.66666666666663
8,94,0,8,6,92.0,64,64,564,29.0,1878.6666666666665
8,63,0,8,7,59.0,64,64,441,21.5,765.6666666666666
3,57,1,6,4,35.0,36,18,228,17.5,695.0
7,74,0,8,1,65.0,64,56,74,22.5,1188.3333333333333
7,64,1,4,8,53.0,16,28,512,20.75,834.25
6,56,1,6,2,45.0,36,36,112,17.5,662.3333333333333
7,71,0,4,1,61.0,16,28,71,20.75,1128.25
2,95,1,4,9,74.0,16,8,855,27.5,2033.6666666666665
9,63,0,7,9,60.0,49,63,567,22.0,748.0
1,46,1,9,4,23.0,81,9,184,15.0,438.0
1,52,0,8,7,25.0,64,8,364,17.0,554.0
3,66,0,8,2,45.0,64,24,132,19.75,957.5833333333333
3,87,1,8,5,68.0,64,24,435,25.75,1671.5833333333333
1,44,0,8,8,21.0,64,8,352,15.25,378.25
7,75,1,6,1,65.0,36,42,75,22.25,1243.5833333333333
4,65,0,5,7,45.0,25,20,455,20.25,891.5833333333333
2,81,1,4,9,58.0,16,8,729,24.0,1452.6666666666665
5,84,0,9,6,76.0,81,45,504,26.0,1498.0
6,70,0,9,2,57.0,81,54,140,21.75,1042.9166666666665
9,49,0,5,0,46.0,25,45,0,15.75,504.91666666666663
4,85,1,5,5,68.0,25,20,425,24.75,1613.5833333333333
2,65,0,5,1,40.0,25,10,65,18.25,974.25
5,61,1,6,2,45.0,36,30,122,18.5,805.6666666666666
3,51,0,5,4,31.0,25,15,204,15.75,552.9166666666666
2,71,0,6,7,50.0,36,12,497,21.5,1093.6666666666665
1,66,1,7,1,43.0,49,7,66,18.75,1000.25
2,72,0,7,5,50.0,49,14,360,21.5,1137.6666666666665
6,92,1,9,0,80.0,81,54,0,26.75,1906.25
8,91,1,7,6,90.0,49,56,546,28.0,1764.6666666666665
3,59,1,6,3,38.0,36,18,177,17.75,758.25
9,78,1,6,0,73.0,36,54,0,23.25,1346.25
9,80,1,4,8,78.0,16,36,640,25.25,1336.9166666666665
2,79,0,5,8,54.0,25,10,632,23.5,1375.0
8,98,1,8,2,92.0,64,64,196,29.0,2124.0
5,52,0,8,5,39.0,64,40,260,17.5,531.0
4,53,1,5,6,41.0,25,20,318,17.0,576.6666666666666
5,83,1,8,3,71.0,64,40,249,24.75,1512.25
4,79,0,8,5,65.0,64,32,395,24.0,1347.3333333333333
8,92,0,8,8,87.0,64,64,736,29.0,1764.0
4,61,1,9,9,47.0,81,36,549,20.75,725.5833333333333
6,57,1,6,5,42.0,36,36,285,18.5,659.0
2,87,0,6,6,62.0,36,12,522,25.25,1698.25
5,68,0,6,5,54.0,36,30,340,21.0,982.0
6,82,1,5,6,71.0,25,30,492,24.75,1456.9166666666665
5,55,1,7,0,42.0,49,35,0,16.75,658.9166666666666
2,85,1,9,5,64.0,81,18,425,25.25,1594.9166666666665
7,74,0,9,8,70.0,81,63,592,24.5,1089.6666666666665
4,92,1,8,2,77.0,64,32,184,26.5,1913.0
8,73,0,4,5,62.0,16,32,365,22.5,1136.3333333333333
7,42,0,6,3,28.0,36,42,126,14.5,339.0
7,43,1,9,6,36.0,81,63,258,16.25,319.5833333333333
9,93,1,9,6,92.0,81,81,558,29.25,1808.25
1,44,0,4,8,18.0,16,4,352,14.25,401.5833333333333
6,49,1,8,3,37.0,64,48,147,16.5,473.66666666666663
6,91,1,9,7,81.0,81,54,637,28.25,1751.5833333333333
6,68,0,9,7,57.0,81,54,476,22.5,921.6666666666666
6,71,1,7,7,61.0,49,42,497,22.75,1034.9166666666665
7,70,0,4,7,62.0,16,28,490,22.0,1026.0
6,41,0,8,5,27.0,64,48,205,15.0,302.0
1,51,1,8,7,26.0,64,8,357,16.75,530.9166666666666
3,66,0,6,5,48.0,36,18,330,20.0,942.0
2,44,0,7,9,18.0,49,14,396,15.5,369.66666666666663
6,76,1,8,1,66.0,64,48,76,22.75,1268.9166666666665
8,66,0,7,2,59.0,49,56,132,20.75,916.9166666666666
3,62,1,6,5,41.0,36,18,310,19.0,823.3333333333333
8,72,0,4,6,64.0,16,32,432,22.5,1091.6666666666665
8,43,0,9,3,40.0,81,72,129,15.75,336.91666666666663
5,98,0,9,0,84.0,81,45,0,28.0,2191.333333333333
8,60,0,5,3,51.0,25,40,180,19.0,751.3333333333333
6,63,0,5,5,49.0,25,30,315,19.75,831.5833333333333
5,83,0,5,7,67.0,25,25,581,25.0,1496.0
9,70,0,9,3,70.0,81,81,210,22.75,1000.25
7,83,1,7,9,75.0,49,49,747,26.5,1419.6666666666665
8,87,0,5,0,80.0,25,40,0,25.0,1719.3333333333333
1,63,1,4,4,35.0,16,4,252,18.0,902.0
2,88,0,8,6,65.0,64,16,528,26.0,1714.6666666666665
8,92,0,7,5,86.0,49,56,460,28.0,1822.0
9,49,1,9,2,45.0,81,81,98,17.25,458.91666666666663
4,88,1,4,6,69.0,16,16,528,25.5,1737.0
9,88,1,9,3,86.0,81,81,264,27.25,1648.25
4,89,0,7,4,75.0,49,28,356,26.0,1766.0
9,41,1,7,6,39.0,49,63,246,15.75,284.91666666666663
7,70,0,7,1,59.0,49,49,70,21.25,1064.25
2,64,0,6,3,42.0,36,12,192,18.75,912.9166666666666
9,43,1,8,3,42.0,64,72,129,15.75,336.91666666666663
4,90,0,5,5,70.0,25,20,450,26.0,1820.6666666666665
8,50,1,6,6,48.0,36,48,300,17.5,470.3333333333333
7,56,1,8,3,49.0,64,56,168,18.5,629.6666666666666
7,83,1,9,9,78.0,81,63,747,27.0,1394.6666666666665
8,41,1,5,0,34.0,25,40,0,13.5,347.0
1,45,0,6,0,18.0,36,6,0,13.0,462.0
5,48,0,6,4,33.0,36,30,192,15.75,462.91666666666663
2,44,1,4,0,20.0,16,8,0,12.5,443.66666666666663
2,59,1,6,2,35.0,36,12,118,17.25,778.25
1,68,0,7,8,46.0,49,7,544,21.0,991.3333333333333
5,60,0,9,2,42.0,81,45,120,19.0,755.3333333333333
2,48,1,6,2,23.0,36,12,96,14.5,502.3333333333333
4,67,0,7,8,51.0,49,28,536,21.5,923.0
3,94,0,8,4,75.0,64,24,376,27.25,1984.9166666666665
3,47,0,8,7,27.0,64,24,329,16.25,424.91666666666663
2,70,0,7,9,48.0,49,14,630,22.0,1032.6666666666665
6,59,1,4,8,45.0,16,24,472,19.25,704.9166666666666
2,66,0,4,5,40.0,16,8,330,19.25,972.9166666666666
8,47,1,8,6,42.0,64,64,282,17.25,394.25
8,93,1,9,6,90.0,81,72,558,29.0,1822.0
5,60,1,6,6,45.0,36,30,360,19.25,738.25
7,67,0,8,3,55.0,64,56,201,21.25,934.9166666666666
4,62,0,8,1,45.0,64,32,62,18.75,839.5833333333333
1,45,1,7,1,20.0,49,7,45,13.5,449.0
2,42,0,4,6,15.0,16,8,252,13.5,363.66666666666663
4,44,1,9,9,28.0,81,36,396,16.5,341.66666666666663
1,48,1,7,6,25.0,49,7,288,15.5,476.3333333333333
8,46,0,8,9,39.0,64,64,414,17.75,354.91666666666663
9,99,0,5,6,96.0,25,45,594,29.75,2134.25
4,43,0,6,7,24.0,36,24,301,15.0,350.0
3,78,1,8,2,63.0,64,24,156,22.75,1363.5833333333333
2,44,1,7,4,19.0,49,14,176,14.25,397.5833333333333
5,50,0,5,5,31.0,25,25,250,16.25,506.25
3,54,1,5,7,35.0,25,15,378,17.25,602.9166666666666
7,73,1,8,7,65.0,64,56,511,23.75,1078.25
6,52,1,9,9,41.0,81,54,468,19.0,486.0
1,93,0,4,2,65.0,16,4,186,25.0,2056.6666666666665
8,87,0,5,3,83.0,25,40,261,25.75,1671.5833333333333
2,46,0,6,5,22.0,36,12,230,14.75,436.91666666666663
5,79,1,7,3,68.0,49,35,237,23.5,1371.6666666666665
9,45,0,7,9,40.0,49,63,405,17.5,337.0
8,95,1,7,3,92.0,49,56,285,28.25,1984.9166666666665
2,78,1,8,4,54.0,64,16,312,23.0,1350.6666666666665
9,89,1,7,9,90.0,49,63,801,28.5,1627.6666666666665
5,69,0,7,6,57.0,49,35,414,21.75,992.9166666666666
6,61,1,6,1,47.0,36,36,61,18.5,808.3333333333333
3,64,0,4,1,43.0,16,12,64,18.0,942.0
3,67,1,9,9,50.0,81,27,603,22.0,908.0
8,93,0,8,8,91.0,64,64,744,29.25,1806.25
2,59,0,8,3,34.0,64,16,177,18.0,754.0
2,78,0,7,4,54.0,49,14,312,22.75,1360.9166666666665
5,42,0,6,2,26.0,36,30,84,13.75,357.5833333333333
6,44,0,5,1,34.0,25,30,44,14.0,404.66666666666663
2,40,0,7,9,18.0,49,14,360,14.5,297.66666666666663
5,54,0,7,7,38.0,49,35,378,18.25,568.9166666666666
7,65,0,8,3,57.0,64,56,195,20.75,874.9166666666666
8,42,1,8,0,34.0,64,64,0,14.5,350.3333333333333
7,79,1,7,5,68.0,49,49,395,24.5,1321.0
8,96,1,8,5,92.0,64,64,480,29.25,1982.25
9,80,1,6,1,77.0,36,54,80,24.0,1404.6666666666665
5,86,1,5,1,71.0,25,25,86,24.25,1698.25
5,81,0,5,7,67.0,25,25,567,24.5,1419.6666666666665
4,73,0,5,6,59.0,25,20,438,22.0,1156.6666666666665
9,91,0,7,1,91.0,49,63,91,27.0,1832.0
5,44,0,9,9,29.0,81,45,396,16.75,333.5833333333333
2,70,0,7,0,48.0,49,14,0,19.75,1130.9166666666665
8,90,1,7,7,90.0,49,56,630,28.0,1708.6666666666665
7,52,1,6,9,48.0,36,42,468,18.5,500.3333333333333
8,82,0,5,1,77.0,25,40,82,24.0,1503.3333333333333
3,40,1,8,4,20.0,64,24,160,13.75,310.91666666666663
4,61,1,8,5,42.0,64,32,305,19.5,768.3333333333333
5,54,0,4,9,37.0,16,20,486,18.0,580.6666666666666
6,65,0,4,0,52.0,16,24,0,18.75,956.9166666666666
1,57,1,9,1,33.0,81,9,57,17.0,725.3333333333333
4,87,1,8,9,72.0,64,32,783,27.0,1604.6666666666665
5,48,0,5,3,34.0,25,25,144,15.25,477.5833333333333
7,40,1,7,1,33.0,49,49,40,13.75,314.25
5,82,0,8,5,71.0,64,40,410,25.0,1446.0
1,48,1,9,3,25.0,81,9,144,15.25,488.25
7,62,1,9,2,55.0,81,63,124,20.0,792.6666666666666
8,82,0,8,5,76.0,64,64,410,25.75,1408.25
7,84,1,4,8,76.0,16,28,672,25.75,1510.9166666666665
4,97,0,5,7,81.0,25,20,679,28.25,2102.25
8,41,1,8,1,35.0,64,64,41,14.5,323.0
5,53,1,7,2,35.0,49,35,106,16.75,588.25
9,77,0,7,1,74.0,49,63,77,23.5,1283.6666666666665
5,79,1,6,9,66.0,36,30,711,24.75,1310.9166666666665
1,57,0,7,6,31.0,49,7,342,17.75,691.5833333333333
9,55,0,8,8,54.0,64,72,440,20.0,544.6666666666666
5,92,1,8,0,79.0,64,40,0,26.25,1932.25
6,68,0,7,2,58.0,49,42,136,20.75,996.9166666666666
4,83,0,4,5,66.0,16,16,415,24.0,1547.3333333333333
6,50,0,5,3,36.0,25,30,150,16.0,515.3333333333333
8,45,1,9,9,44.0,81,72,405,17.75,330.25
3,42,0,8,9,26.0,64,24,378,15.5,319.0
5,53,0,7,0,37.0,49,35,0,16.25,608.9166666666666
2,99,1,9,8,82.0,81,18,792,29.5,2156.333333333333
2,41,0,7,6,18.0,49,14,246,14.0,328.66666666666663
7,71,0,8,6,66.0,64,56,426,23.0,1024.6666666666665
6,70,0,6,0,60.0,36,36,0,20.5,1097.0
4,50,1,5,8,32.0,25,20,400,16.75,494.25
5,61,1,8,7,51.0,64,40,427,20.25,739.5833333333333
1,42,1,9,9,18.0,81,9,378,15.25,332.25
7,89,1,7,4,82.0,49,49,356,26.75,1724.25
8,70,1,6,3,66.0,36,48,210,21.75,1038.9166666666665
9,72,1,8,0,69.0,64,72,0,22.25,1116.25
8,63,0,5,8,59.0,25,40,504,21.0,786.0
5,40,1,6,7,26.0,36,30,280,14.5,289.66666666666663
3,83,1,9,1,63.0,81,27,83,24.0,1558.6666666666665
9,54,1,7,3,52.0,49,63,162,18.25,574.25
6,76,1,4,3,66.0,16,24,228,22.25,1285.5833333333333
5,66,0,5,6,51.0,25,25,396,20.5,920.3333333333333
3,77,0,6,2,54.0,36,18,154,22.0,1347.3333333333333
6,87,1,8,7,77.0,64,48,609,27.0,1600.6666666666665
3,66,0,8,6,45.0,64,24,396,20.75,914.25
6,83,1,6,9,77.0,36,36,747,26.0,1446.0
4,51,0,8,3,32.0,64,32,153,16.5,533.6666666666666
2,42,1,6,8,15.0,36,12,336,14.5,342.3333333333333
8,69,1,5,5,62.0,25,40,345,21.75,994.25
4,71,1,8,2,55.0,64,32,142,21.25,1106.25
9,62,1,5,6,59.0,25,45,372,20.5,768.3333333333333
7,41,0,7,5,32.0,49,49,205,15.0,301.3333333333333
2,46,1,7,7,21.0,49,14,322,15.5,419.0
4,73,0,7,4,56.0,49,28,292,22.0,1158.0
5,71,0,7,5,55.0,49,35,355,22.0,1068.0
3,92,0,8,0,74.0,64,24,0,25.75,1961.5833333333333
9,78,1,6,7,74.0,36,54,546,25.0,1250.0
5,71,0,8,0,56.0,64,40,0,21.0,1122.0
2,82,0,9,2,58.0,81,18,164,23.75,1518.9166666666665
3,82,0,8,1,64.0,64,24,82,23.5,1529.6666666666665
9,53,1,5,5,49.0,25,45,265,18.0,548.0
7,42,0,6,7,31.0,36,42,294,15.5,312.3333333333333
2,85,1,4,7,64.0,16,8,595,24.5,1631.0
9,71,0,4,6,63.0,16,36,426,22.5,1049.6666666666665
4,82,0,6,6,66.0,36,24,492,24.5,1470.3333333333333
9,75,1,4,7,73.0,16,36,525,23.75,1171.5833333333333
2,56,1,6,4,38.0,36,12,224,17.0,678.6666666666666
4,87,0,5,2,70.0,25,20,174,24.5,1737.6666666666665
5,42,1,5,1,27.0,25,25,42,13.25,370.91666666666663
2,96,0,8,2,72.0,64,16,192,27.0,2124.0
1,49,0,4,2,21.0,16,4,98,14.0,546.0
7,92,1,6,6,85.0,36,42,552,27.75,1834.9166666666665
1,86,1,5,0,62.0,25,5,0,23.0,1768.6666666666665
8,79,1,8,6,73.0,64,64,474,25.25,1284.9166666666665
3,57,0,4,5,32.0,16,12,285,17.25,702.9166666666666
6,42,0,4,9,30.0,16,24,378,15.25,322.25
7,78,0,4,1,64.0,16,28,78,22.5,1375.0
1,49,1,5,9,25.0,25,5,441,16.0,494.66666666666663
6,91,1,5,0,82.0,25,30,0,25.5,1913.6666666666665
7,48,1,4,8,41.0,16,28,384,16.75,436.91666666666663
6,85,0,5,1,71.0,25,30,85,24.25,1644.9166666666665
4,94,1,4,3,79.0,16,16,282,26.25,2040.25
1,85,1,7,8,59.0,49,7,680,25.25,1596.25
9,50,0,5,8,45.0,25,45,400,18.0,458.0
4,99,1,6,0,84.0,36,24,0,27.25,2294.25
7,72,1,5,1,62.0,25,35,72,21.25,1150.9166666666665
7,75,0,4,1,65.0,16,28,75,21.75,1266.25
2,65,0,6,1,43.0,36,12,65,18.5,965.6666666666666
1,66,0,8,7,39.0,64,8,462,20.5,929.6666666666666
8,77,0,6,7,70.0,36,48,539,24.5,1225.6666666666665
8,61,0,6,9,54.0,36,48,549,21.0,712.6666666666666
7,65,0,5,7,55.0,25,35,455,21.0,861.3333333333333
8,61,1,9,3,55.0,81,72,183,20.25,744.9166666666666
3,44,1,6,7,25.0,36,18,308,15.0,376.66666666666663
2,74,0,6,6,52.0,36,12,444,22.0,1205.3333333333333
7,41,0,4,7,31.0,16,28,287,14.75,308.25
8,74,1,5,0,68.0,25,40,0,21.75,1224.25
1,48,0,4,2,19.0,16,4,96,13.75,522.9166666666666
9,90,0,5,9,87.0,25,45,810,28.25,1698.25
4,90,1,8,5,71.0,64,32,450,26.75,1780.9166666666665
4,88,1,9,0,74.0,81,36,0,25.25,1763.5833333333333
3,57,0,6,3,35.0,36,18,171,17.25,704.25
6,82,0,5,8,69.0,25,30,656,25.25,1432.9166666666665
1,51,1,6,6,24.0,36,6,306,16.0,550.0
6,42,0,6,0,29.0,36,36,0,13.5,369.0
2,57,1,7,5,34.0,49,14,285,17.75,688.9166666666666
9,95,1,4,5,93.0,16,36,475,28.25,1984.9166666666665
2,77,0,9,1,52.0,81,18,77,22.25,1344.9166666666665
7,46,1,5,5,37.0,25,35,230,15.75,407.5833333333333
1,72,1,8,9,49.0,64,8,648,22.5,1101.6666666666665
7,45,1,9,1,38.0,81,63,45,15.5,398.3333333333333
5,57,0,7,7,44.0,49,35,399,19.0,642.6666666666666
8,84,0,4,6,75.0,16,32,504,25.5,1523.6666666666665
4,61,0,8,5,44.0,64,32,305,19.5,768.3333333333333
7,90,1,8,9,84.0,64,56,810,28.5,1681.6666666666665
6,78,1,6,5,65.0,36,36,390,23.75,1308.25
5,90,0,4,8,75.0,16,20,720,26.75,1780.9166666666665
4,48,1,7,8,29.0,49,28,384,16.75,436.91666666666663
7,74,1,5,9,67.0,25,35,666,23.75,1124.9166666666665
5,62,0,5,9,50.0,25,25,558,20.25,778.25
5,51,1,7,1,38.0,49,35,51,16.0,550.6666666666666
1,91,1,6,2,66.0,36,6,182,25.0,1940.6666666666665
2,63,1,6,9,42.0,36,12,567,20.0,830.0
5,89,1,8,6,76.0,64,40,534,27.0,1710.0
3,79,1,4,9,64.0,16,12,711,23.75,1363.5833333333333
2,48,1,8,8,26.0,64,16,384,16.5,449.0
4,52,0,5,5,31.0,25,20,260,16.5,560.3333333333333
4,79,0,7,0,63.0,49,28,0,22.5,1427.0
4,93,1,4,6,77.0,16,16,558,26.75,1951.5833333333333
4,81,0,7,0,61.0,49,28,0,23.0,1503.3333333333333
3,56,0,4,4,33.0,16,12,224,16.75,684.9166666666666
7,46,0,9,8,39.0,81,63,368,17.5,361.66666666666663
9,56,1,5,9,52.0,25,45,504,19.75,587.5833333333333
5,94,0,5,9,82.0,25,25,846,28.25,1924.9166666666665
4,89,1,9,8,73.0,81,36,712,27.5,1685.6666666666665
2,63,0,4,0,37.0,16,8,0,17.25,932.9166666666666
2,41,0,6,5,16.0,36,12,205,13.5,339.0
5,74,1,4,2,59.0,16,20,148,21.25,1238.25
7,67,0,5,8,59.0,25,35,536,21.75,911.5833333333333
9,58,1,7,2,56.0,49,63,116,19.0,684.6666666666666
7,72,0,8,1,59.0,64,56,72,22.0,1120.6666666666665
5,60,0,7,7,46.0,49,35,420,19.75,720.9166666666666
6,92,0,5,2,80.0,25,30,184,26.25,1924.25
3,49,0,7,4,30.0,49,21,196,15.75,494.25
5,92,1,6,5,78.0,36,30,460,27.0,1878.0
8,85,1,6,9,81.0,36,48,765,27.0,1496.6666666666665
1,84,0,4,9,57.0,16,4,756,24.5,1584.3333333333333
1,48,1,7,0,24.0,49,7,0,14.0,523.3333333333333
7,77,0,7,6,66.0,49,49,462,24.25,1236.9166666666665
5,45,1,5,6,31.0,25,25,270,15.25,393.5833333333333
5,90,1,4,4,73.0,16,20,360,25.75,1834.9166666666665
1,92,1,4,8,66.0,16,4,736,26.25,1929.5833333333333
9,81,0,7,1,78.0,49,63,81,24.5,1430.3333333333333
1,94,1,8,4,66.0,64,8,376,26.75,2018.25
5,74,1,7,1,57.0,49,35,74,21.75,1219.5833333333333
9,57,0,7,1,50.0,49,63,57,18.5,670.3333333333333
4,92,0,7,8,77.0,49,28,736,27.75,1837.5833333333333
8,58,0,6,6,54.0,36,48,348,19.5,659.6666666666666
6,44,1,9,3,30.0,81,54,132,15.5,367.0
3,64,1,4,7,43.0,16,12,448,19.5,883.0
4,50,1,9,3,34.0,81,36,150,16.5,505.66666666666663
2,49,1,6,0,26.0,36,12,0,14.25,542.9166666666666
1,56,1,8,9,36.0,64,8,504,18.5,637.6666666666666
8,75,1,5,2,69.0,25,40,150,22.5,1231.0
1,65,0,8,9,39.0,64,8,585,20.75,882.9166666666666
1,70,1,4,0,44.0,16,4,0,18.75,1170.25
4,71,1,5,1,56.0,25,20,71,20.25,1147.5833333333333
6,60,1,9,1,47.0,81,54,60,19.0,758.0
9,57,0,8,6,56.0,64,72,342,20.0,610.0
1,99,1,4,3,73.0,16,4,297,26.75,2321.583333333333
7,57,0,8,9,48.0,64,56,513,20.25,600.9166666666666
5,40,1,5,8,24.0,25,25,320,14.5,291.0
8,53,0,5,1,49.0,25,40,53,16.75,592.25
7,47,0,8,8,41.0,64,56,376,17.5,387.0
4,41,0,6,5,24.0,36,24,205,14.0,324.66666666666663
4,90,1,8,9,72.0,64,32,810,27.75,1726.9166666666665
6,54,0,9,7,45.0,81,54,378,19.0,546.0
6,99,1,8,6,92.0,64,48,594,29.75,2132.25
9,73,0,8,7,68.0,64,72,511,24.25,1056.9166666666665
5,75,1,6,8,62.0,36,30,600,23.5,1180.3333333333333
8,40,0,7,7,36.0,49,56,280,15.5,267.0
5,90,0,5,5,77.0,25,25,450,26.25,1806.25
2,60,1,9,7,40.0,81,18,420,19.5,737.6666666666666
6,81,0,4,7,69.0,16,24,567,24.5,1420.3333333333333
9,40,1,5,1,38.0,25,45,40,13.75,316.91666666666663
3,71,0,5,1,50.0,25,15,71,20.0,1158.6666666666665
1,59,0,7,0,33.0,49,7,0,16.75,802.9166666666666
1,93,1,5,9,69.0,25,5,837,27.0,1946.6666666666665
3,86,1,5,1,63.0,25,15,86,23.75,1724.9166666666665
5,75,1,6,6,59.0,36,30,450,23.0,1202.0
3,78,0,6,2,54.0,36,18,156,22.25,1384.25
9,69,1,6,3,65.0,36,54,207,21.75,998.25
8,46,1,6,3,41.0,36,48,138,15.75,410.91666666666663
3,61,0,6,3,41.0,36,18,183,18.25,814.25
9,96,1,9,1,94.0,81,81,96,28.75,2024.25
6,89,1,4,5,80.0,16,24,445,26.0,1764.6666666666665
7,84,0,7,0,74.0,49,49,0,24.5,1584.3333333333333
4,49,0,8,4,33.0,64,32,196,16.25,480.25
4,95,0,9,1,78.0,81,36,95,27.25,2050.9166666666665
2,47,0,6,8,21.0,36,12,376,15.75,440.25
5,66,0,7,1,49.0,49,35,66,19.75,956.9166666666666
8,49,1,8,5,43.0,64,64,245,17.5,443.0
7,53,0,5,3,40.0,25,35,159,17.0,578.6666666666666
7,85,0,9,5,77.0,81,63,425,26.5,1523.6666666666665
6,98,0,5,1,84.0,25,30,98,27.5,2213.6666666666665
3,91,1,7,1,74.0,49,21,91,25.5,1913.0
5,93,1,4,6,78.0,16,20,558,27.0,1936.6666666666665
1,50,1,4,2,21.0,16,4,100,14.25,569.5833333333333
7,45,1,7,2,34.0,49,49,90,15.25,398.91666666666663
9,60,0,4,6,54.0,16,36,360,19.75,724.25
1,72,0,4,7,47.0,16,4,504,21.0,1162.0
2,58,0,5,6,36.0,25,10,348,17.75,722.9166666666666
3,78,1,4,2,53.0,16,12,156,21.75,1406.9166666666665
3,63,0,4,2,45.0,16,12,126,18.0,900.6666666666666
8,57,1,7,6,52.0,49,56,342,19.5,625.6666666666666
7,74,1,4,2,66.0,16,28,148,21.75,1217.5833333333333
6,91,1,9,1,79.0,81,54,91,26.75,1845.5833333333333
4,82,0,6,6,63.0,36,24,492,24.5,1470.3333333333333
9,76,0,6,2,72.0,36,54,152,23.25,1244.9166666666665
1,58,0,7,4,33.0,49,7,232,17.5,735.0
2,92,0,6,6,70.0,36,12,552,26.5,1910.3333333333333
4,63,1,5,1,47.0,25,20,63,18.25,892.9166666666666
3,95,0,9,7,73.0,81,27,665,28.5,1971.6666666666665
1,73,1,9,1,50.0,81,9,73,21.0,1216.0
5,61,1,7,3,48.0,49,35,183,19.0,786.6666666666666
7,43,1,4,3,33.0,16,28,129,14.25,370.25
2,96,1,6,7,72.0,36,12,672,27.75,2074.9166666666665
5,49,1,5,0,31.0,25,25,0,14.75,526.9166666666666
6,41,1,7,8,32.0,49,42,328,15.5,289.66666666666663
7,47,1,7,5,34.0,49,49,235,16.5,414.3333333333333
1,72,0,4,3,41.0,16,4,216,20.0,1203.3333333333333
7,98,0,8,5,91.0,64,56,490,29.5,2087.0
4,77,1,6,5,61.0,36,24,385,23.0,1296.6666666666665
8,82,0,5,8,75.0,25,40,656,25.75,1408.25
4,98,0,7,3,80.0,49,28,294,28.0,2180.6666666666665
6,67,0,6,7,57.0,36,36,469,21.5,920.3333333333333
9,49,0,5,0,46.0,25,45,0,15.75,504.91666666666663
5,84,1,9,5,71.0,81,45,420,25.75,1511.5833333333333
4,40,0,9,4,21.0,81,36,160,14.25,300.25
8,73,1,5,2,69.0,25,40,146,22.0,1162.0
9,42,1,9,3,37.0,81,81,126,15.75,314.25
4,48,0,7,7,32.0,49,28,336,16.5,443.0
3,44,0,6,9,26.0,36,18,396,15.5,367.0
8,81,1,5,1,74.0,25,40,81,23.75,1464.9166666666665
5,49,1,7,7,34.0,49,35,343,17.0,456.0
2,51,0,6,6,24.0,36,12,306,16.25,540.25
9,57,0,6,0,53.0,36,54,0,18.0,690.0
3,97,1,7,1,74.0,49,21,97,27.0,2184.0
2,60,0,6,6,37.0,36,12,360,18.5,769.0
1,60,1,8,2,31.0,64,8,120,17.75,802.9166666666666
8,40,1,5,1,29.0,25,40,40,13.5,320.3333333333333
3,42,1,5,0,21.0,25,15,0,12.5,391.0
7,44,1,6,6,37.0,36,42,264,15.75,354.91666666666663
1,64,0,7,2,37.0,49,7,128,18.5,927.0
1,97,1,4,5,73.0,16,4,485,26.75,2196.25
9,88,1,9,9,87.0,81,81,792,28.75,1560.25
8,47,0,6,7,45.0,36,48,329,17.0,400.66666666666663
3,56,0,4,5,32.0,16,12,280,17.0,676.6666666666666
6,48,1,6,6,35.0,36,36,288,16.5,441.0
3,71,0,4,5,52.0,16,12,355,20.75,1122.9166666666665
4,45,0,6,6,27.0,36,24,270,15.25,394.25
1,88,1,7,4,65.0,49,7,352,25.0,1770.0
5,79,0,9,8,64.0,81,45,632,25.25,1286.9166666666665
1,60,0,4,2,30.0,16,4,120,16.75,832.9166666666666
1,46,0,8,5,22.0,64,8,230,15.0,435.3333333333333
7,46,0,7,8,35.0,49,49,368,17.0,374.0
6,86,0,9,0,72.0,81,54,0,25.25,1654.25
2,78,1,6,4,55.0,36,12,312,22.5,1371.6666666666665
2,93,0,4,3,71.0,16,8,279,25.5,2025.6666666666665
7,66,1,9,8,60.0,81,63,528,22.5,841.6666666666666
1,47,1,5,0,19.0,25,5,0,13.25,510.91666666666663
